"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"Kenya 1992","Kenya",1992,"Total Population - Both sexes","1000 persons",24655.723,"Cereals, primary","Production","tonnes",2997899,"Cropland","1000 ha",5772
"Kenya 1993","Kenya",1993,"Total Population - Both sexes","1000 persons",25391.83,"Cereals, primary","Production","tonnes",2539301,"Cropland","1000 ha",5540
"Kenya 1994","Kenya",1994,"Total Population - Both sexes","1000 persons",26133.744,"Cereals, primary","Production","tonnes",3624079,"Cropland","1000 ha",5932
"Kenya 1995","Kenya",1995,"Total Population - Both sexes","1000 persons",26878.347,"Cereals, primary","Production","tonnes",3229877,"Cropland","1000 ha",5918
"Kenya 1996","Kenya",1996,"Total Population - Both sexes","1000 persons",27615.736,"Cereals, primary","Production","tonnes",2669157,"Cropland","1000 ha",5151
"Kenya 1997","Kenya",1997,"Total Population - Both sexes","1000 persons",28364.264,"Cereals, primary","Production","tonnes",2700368,"Cropland","1000 ha",5294
"Kenya 1998","Kenya",1998,"Total Population - Both sexes","1000 persons",29137.373,"Cereals, primary","Production","tonnes",2927285,"Cropland","1000 ha",5158
"Kenya 1999","Kenya",1999,"Total Population - Both sexes","1000 persons",29965.129,"Cereals, primary","Production","tonnes",2802247,"Cropland","1000 ha",5576
"Kenya 2000","Kenya",2000,"Total Population - Both sexes","1000 persons",30851.606,"Cereals, primary","Production","tonnes",2591351,"Cropland","1000 ha",5371
"Kenya 2001","Kenya",2001,"Total Population - Both sexes","1000 persons",31800.343,"Cereals, primary","Production","tonnes",3369648.3,"Cropland","1000 ha",5539
"Kenya 2002","Kenya",2002,"Total Population - Both sexes","1000 persons",32779.823,"Cereals, primary","Production","tonnes",3045518,"Cropland","1000 ha",5518
"Kenya 2003","Kenya",2003,"Total Population - Both sexes","1000 persons",33767.122,"Cereals, primary","Production","tonnes",3351497,"Cropland","1000 ha",5574
"Kenya 2004","Kenya",2004,"Total Population - Both sexes","1000 persons",34791.836,"Cereals, primary","Production","tonnes",3199022,"Cropland","1000 ha",5692
"Kenya 2005","Kenya",2005,"Total Population - Both sexes","1000 persons",35843.01,"Cereals, primary","Production","tonnes",3585080,"Cropland","1000 ha",5702
"Kenya 2006","Kenya",2006,"Total Population - Both sexes","1000 persons",36925.253,"Cereals, primary","Production","tonnes",3936250.35,"Cropland","1000 ha",5754
"Kenya 2007","Kenya",2007,"Total Population - Both sexes","1000 persons",38036.793,"Cereals, primary","Production","tonnes",3613833.84,"Cropland","1000 ha",5770
"Kenya 2008","Kenya",2008,"Total Population - Both sexes","1000 persons",39186.895,"Cereals, primary","Production","tonnes",2866110.72,"Cropland","1000 ha",5785
"Kenya 2009","Kenya",2009,"Total Population - Both sexes","1000 persons",40364.444,"Cereals, primary","Production","tonnes",2898883.86,"Cropland","1000 ha",5985
"Kenya 2010","Kenya",2010,"Total Population - Both sexes","1000 persons",41517.895,"Cereals, primary","Production","tonnes",4347437,"Cropland","1000 ha",6020
"Kenya 2011","Kenya",2011,"Total Population - Both sexes","1000 persons",42635.144,"Cereals, primary","Production","tonnes",4058581,"Cropland","1000 ha",6330
"Kenya 2012","Kenya",2012,"Total Population - Both sexes","1000 persons",43725.806,"Cereals, primary","Production","tonnes",4711585,"Cropland","1000 ha",6430
"Kenya 2013","Kenya",2013,"Total Population - Both sexes","1000 persons",44792.368,"Cereals, primary","Production","tonnes",4536942,"Cropland","1000 ha",6330
"Kenya 2014","Kenya",2014,"Total Population - Both sexes","1000 persons",45831.863,"Cereals, primary","Production","tonnes",4227112.63,"Cropland","1000 ha",6330
"Kenya 2015","Kenya",2015,"Total Population - Both sexes","1000 persons",46851.488,"Cereals, primary","Production","tonnes",4523082.62,"Cropland","1000 ha",6330
"Kenya 2016","Kenya",2016,"Total Population - Both sexes","1000 persons",47894.67,"Cereals, primary","Production","tonnes",3892022.42,"Cropland","1000 ha",6330
"Kenya 2017","Kenya",2017,"Total Population - Both sexes","1000 persons",48948.137,"Cereals, primary","Production","tonnes",3711200.84,"Cropland","1000 ha",6330
"Kenya 2018","Kenya",2018,"Total Population - Both sexes","1000 persons",49953.304,"Cereals, primary","Production","tonnes",4805992.21,"Cropland","1000 ha",6330
"Kenya 2019","Kenya",2019,"Total Population - Both sexes","1000 persons",50951.45,"Cereals, primary","Production","tonnes",4621356.41,"Cropland","1000 ha",6330
"Kenya 2020","Kenya",2020,"Total Population - Both sexes","1000 persons",51985.78,"Cereals, primary","Production","tonnes",4881355.14,"Cropland","1000 ha",6330
"Madagascar 1961","Madagascar",1961,"Total Population - Both sexes","1000 persons",5206.239,"Cereals, primary","Production","tonnes",1584920,"Cropland","1000 ha",2145
"Madagascar 1962","Madagascar",1962,"Total Population - Both sexes","1000 persons",5343.117,"Cereals, primary","Production","tonnes",1657700,"Cropland","1000 ha",2170
"Madagascar 1963","Madagascar",1963,"Total Population - Both sexes","1000 persons",5484.252,"Cereals, primary","Production","tonnes",1670300,"Cropland","1000 ha",2195
"Madagascar 1964","Madagascar",1964,"Total Population - Both sexes","1000 persons",5630.024,"Cereals, primary","Production","tonnes",1784510,"Cropland","1000 ha",2220
"Madagascar 1965","Madagascar",1965,"Total Population - Both sexes","1000 persons",5780.453,"Cereals, primary","Production","tonnes",1714600,"Cropland","1000 ha",2245
"Madagascar 1966","Madagascar",1966,"Total Population - Both sexes","1000 persons",5936.461,"Cereals, primary","Production","tonnes",1746795,"Cropland","1000 ha",2270
"Madagascar 1967","Madagascar",1967,"Total Population - Both sexes","1000 persons",6099.529,"Cereals, primary","Production","tonnes",1855015,"Cropland","1000 ha",2295
"Madagascar 1968","Madagascar",1968,"Total Population - Both sexes","1000 persons",6270.528,"Cereals, primary","Production","tonnes",1940490,"Cropland","1000 ha",2320
"Madagascar 1969","Madagascar",1969,"Total Population - Both sexes","1000 persons",6450.324,"Cereals, primary","Production","tonnes",1989965,"Cropland","1000 ha",2350
"Madagascar 1970","Madagascar",1970,"Total Population - Both sexes","1000 persons",6639.751,"Cereals, primary","Production","tonnes",2056645,"Cropland","1000 ha",2370
"Madagascar 1971","Madagascar",1971,"Total Population - Both sexes","1000 persons",6840.457,"Cereals, primary","Production","tonnes",2008805,"Cropland","1000 ha",2390
"Madagascar 1972","Madagascar",1972,"Total Population - Both sexes","1000 persons",7051.09,"Cereals, primary","Production","tonnes",2032600,"Cropland","1000 ha",2420
"Madagascar 1973","Madagascar",1973,"Total Population - Both sexes","1000 persons",7268.56,"Cereals, primary","Production","tonnes",2021780,"Cropland","1000 ha",2440
"Madagascar 1974","Madagascar",1974,"Total Population - Both sexes","1000 persons",7491.935,"Cereals, primary","Production","tonnes",2133205,"Cropland","1000 ha",2475
"Madagascar 1975","Madagascar",1975,"Total Population - Both sexes","1000 persons",7720.859,"Cereals, primary","Production","tonnes",2094080,"Cropland","1000 ha",2759
"Madagascar 1976","Madagascar",1976,"Total Population - Both sexes","1000 persons",7955.197,"Cereals, primary","Production","tonnes",2178985,"Cropland","1000 ha",2764
"Madagascar 1977","Madagascar",1977,"Total Population - Both sexes","1000 persons",8195.142,"Cereals, primary","Production","tonnes",2189893,"Cropland","1000 ha",2929
"Madagascar 1978","Madagascar",1978,"Total Population - Both sexes","1000 persons",8440.919,"Cereals, primary","Production","tonnes",2038310,"Cropland","1000 ha",3000
"Madagascar 1979","Madagascar",1979,"Total Population - Both sexes","1000 persons",8692.289,"Cereals, primary","Production","tonnes",2162612,"Cropland","1000 ha",3020
"Madagascar 1980","Madagascar",1980,"Total Population - Both sexes","1000 persons",8948.162,"Cereals, primary","Production","tonnes",2237803,"Cropland","1000 ha",3040
"Madagascar 1981","Madagascar",1981,"Total Population - Both sexes","1000 persons",9207.31,"Cereals, primary","Production","tonnes",2133725,"Cropland","1000 ha",3075
"Madagascar 1982","Madagascar",1982,"Total Population - Both sexes","1000 persons",9470.99,"Cereals, primary","Production","tonnes",2084520,"Cropland","1000 ha",3100
"Madagascar 1983","Madagascar",1983,"Total Population - Both sexes","1000 persons",9740.088,"Cereals, primary","Production","tonnes",2280960,"Cropland","1000 ha",3135
"Madagascar 1984","Madagascar",1984,"Total Population - Both sexes","1000 persons",10015.017,"Cereals, primary","Production","tonnes",2273900,"Cropland","1000 ha",3160
"Madagascar 1985","Madagascar",1985,"Total Population - Both sexes","1000 persons",10297.746,"Cereals, primary","Production","tonnes",2319560,"Cropland","1000 ha",3195
"Madagascar 1986","Madagascar",1986,"Total Population - Both sexes","1000 persons",10588.428,"Cereals, primary","Production","tonnes",2385058,"Cropland","1000 ha",3220
"Madagascar 1987","Madagascar",1987,"Total Population - Both sexes","1000 persons",10890.514,"Cereals, primary","Production","tonnes",2337849,"Cropland","1000 ha",3240
"Madagascar 1988","Madagascar",1988,"Total Population - Both sexes","1000 persons",11206.789,"Cereals, primary","Production","tonnes",2307600,"Cropland","1000 ha",3270
"Madagascar 1989","Madagascar",1989,"Total Population - Both sexes","1000 persons",11536.734,"Cereals, primary","Production","tonnes",2544675,"Cropland","1000 ha",3295
"Madagascar 1990","Madagascar",1990,"Total Population - Both sexes","1000 persons",11882.762,"Cereals, primary","Production","tonnes",2581217,"Cropland","1000 ha",3325
"Madagascar 1991","Madagascar",1991,"Total Population - Both sexes","1000 persons",12245.26,"Cereals, primary","Production","tonnes",2497183.9,"Cropland","1000 ha",3350
"Madagascar 1992","Madagascar",1992,"Total Population - Both sexes","1000 persons",12623.342,"Cereals, primary","Production","tonnes",2590967.09,"Cropland","1000 ha",3370
"Madagascar 1993","Madagascar",1993,"Total Population - Both sexes","1000 persons",13020.1,"Cereals, primary","Production","tonnes",2723977.31,"Cropland","1000 ha",3490
"Madagascar 1994","Madagascar",1994,"Total Population - Both sexes","1000 persons",13436.121,"Cereals, primary","Production","tonnes",2517000,"Cropland","1000 ha",3480
"Madagascar 1995","Madagascar",1995,"Total Population - Both sexes","1000 persons",13869.138,"Cereals, primary","Production","tonnes",2641973.75,"Cropland","1000 ha",3480
"Madagascar 1996","Madagascar",1996,"Total Population - Both sexes","1000 persons",14317.454,"Cereals, primary","Production","tonnes",2684976.82,"Cropland","1000 ha",3480
"Madagascar 1997","Madagascar",1997,"Total Population - Both sexes","1000 persons",14778.903,"Cereals, primary","Production","tonnes",2741980.17,"Cropland","1000 ha",3490
"Madagascar 1998","Madagascar",1998,"Total Population - Both sexes","1000 persons",15250.934,"Cereals, primary","Production","tonnes",2609983.93,"Cropland","1000 ha",3490
"Madagascar 1999","Madagascar",1999,"Total Population - Both sexes","1000 persons",15730.885,"Cereals, primary","Production","tonnes",2755988.21,"Cropland","1000 ha",3500
"Madagascar 2000","Madagascar",2000,"Total Population - Both sexes","1000 persons",16216.431,"Cereals, primary","Production","tonnes",2660170,"Cropland","1000 ha",3500
"Madagascar 2001","Madagascar",2001,"Total Population - Both sexes","1000 persons",16709.665,"Cereals, primary","Production","tonnes",2853015,"Cropland","1000 ha",3550
"Madagascar 2002","Madagascar",2002,"Total Population - Both sexes","1000 persons",17211.934,"Cereals, primary","Production","tonnes",2786948.94,"Cropland","1000 ha",3550
"Madagascar 2003","Madagascar",2003,"Total Population - Both sexes","1000 persons",17724.31,"Cereals, primary","Production","tonnes",3127724.54,"Cropland","1000 ha",3550
"Madagascar 2004","Madagascar",2004,"Total Population - Both sexes","1000 persons",18250.774,"Cereals, primary","Production","tonnes",3389544.49,"Cropland","1000 ha",3550
"Madagascar 2005","Madagascar",2005,"Total Population - Both sexes","1000 persons",18792.171,"Cereals, primary","Production","tonnes",3794599.2,"Cropland","1000 ha",3600
"Madagascar 2006","Madagascar",2006,"Total Population - Both sexes","1000 persons",19350.299,"Cereals, primary","Production","tonnes",3904369.54,"Cropland","1000 ha",3600
"Madagascar 2007","Madagascar",2007,"Total Population - Both sexes","1000 persons",19924.958,"Cereals, primary","Production","tonnes",4024722,"Cropland","1000 ha",3600
"Madagascar 2008","Madagascar",2008,"Total Population - Both sexes","1000 persons",20513.599,"Cereals, primary","Production","tonnes",4355509,"Cropland","1000 ha",3600
"Madagascar 2009","Madagascar",2009,"Total Population - Both sexes","1000 persons",21117.092,"Cereals, primary","Production","tonnes",4975572.69,"Cropland","1000 ha",3600
"Madagascar 2010","Madagascar",2010,"Total Population - Both sexes","1000 persons",21731.053,"Cereals, primary","Production","tonnes",5159720.58,"Cropland","1000 ha",3600
"Madagascar 2011","Madagascar",2011,"Total Population - Both sexes","1000 persons",22348.158,"Cereals, primary","Production","tonnes",4739751.99,"Cropland","1000 ha",3600
"Madagascar 2012","Madagascar",2012,"Total Population - Both sexes","1000 persons",22966.24,"Cereals, primary","Production","tonnes",5009947,"Cropland","1000 ha",3600
"Madagascar 2013","Madagascar",2013,"Total Population - Both sexes","1000 persons",23588.073,"Cereals, primary","Production","tonnes",3997774,"Cropland","1000 ha",3600
"Madagascar 2014","Madagascar",2014,"Total Population - Both sexes","1000 persons",24215.976,"Cereals, primary","Production","tonnes",4350378.47,"Cropland","1000 ha",3600
"Madagascar 2015","Madagascar",2015,"Total Population - Both sexes","1000 persons",24850.912,"Cereals, primary","Production","tonnes",4057987.42,"Cropland","1000 ha",3600
"Madagascar 2016","Madagascar",2016,"Total Population - Both sexes","1000 persons",25501.941,"Cereals, primary","Production","tonnes",4138500.16,"Cropland","1000 ha",3600
"Madagascar 2017","Madagascar",2017,"Total Population - Both sexes","1000 persons",26169.542,"Cereals, primary","Production","tonnes",3888315.15,"Cropland","1000 ha",3600
"Madagascar 2018","Madagascar",2018,"Total Population - Both sexes","1000 persons",26846.541,"Cereals, primary","Production","tonnes",4251337.01,"Cropland","1000 ha",3600
"Madagascar 2019","Madagascar",2019,"Total Population - Both sexes","1000 persons",27533.134,"Cereals, primary","Production","tonnes",4136202.43,"Cropland","1000 ha",3600
"Madagascar 2020","Madagascar",2020,"Total Population - Both sexes","1000 persons",28225.177,"Cereals, primary","Production","tonnes",4455177.01,"Cropland","1000 ha",3600
"Mexico 1961","Mexico",1961,"Total Population - Both sexes","1000 persons",37439.317,"Cereals, primary","Production","tonnes",8516733,"Cropland","1000 ha",20817
"Mexico 1962","Mexico",1962,"Total Population - Both sexes","1000 persons",38683.283,"Cereals, primary","Production","tonnes",8605792,"Cropland","1000 ha",20680
"Mexico 1963","Mexico",1963,"Total Population - Both sexes","1000 persons",39982.118,"Cereals, primary","Production","tonnes",9539077,"Cropland","1000 ha",20610
"Mexico 1964","Mexico",1964,"Total Population - Both sexes","1000 persons",41333.878,"Cereals, primary","Production","tonnes",11710533,"Cropland","1000 ha",20550
"Mexico 1965","Mexico",1965,"Total Population - Both sexes","1000 persons",42737.991,"Cereals, primary","Production","tonnes",12488283,"Cropland","1000 ha",20480
"Mexico 1966","Mexico",1966,"Total Population - Both sexes","1000 persons",44180.437,"Cereals, primary","Production","tonnes",12987982,"Cropland","1000 ha",20415
"Mexico 1967","Mexico",1967,"Total Population - Both sexes","1000 persons",45656.963,"Cereals, primary","Production","tonnes",13068481,"Cropland","1000 ha",20340
"Mexico 1968","Mexico",1968,"Total Population - Both sexes","1000 persons",47170.337,"Cereals, primary","Production","tonnes",13925652,"Cropland","1000 ha",20270
"Mexico 1969","Mexico",1969,"Total Population - Both sexes","1000 persons",48714.394,"Cereals, primary","Production","tonnes",13843149,"Cropland","1000 ha",20210
"Mexico 1970","Mexico",1970,"Total Population - Both sexes","1000 persons",50289.306,"Cereals, primary","Production","tonnes",15006401,"Cropland","1000 ha",19138
"Mexico 1971","Mexico",1971,"Total Population - Both sexes","1000 persons",51897.675,"Cereals, primary","Production","tonnes",14805568,"Cropland","1000 ha",19179
"Mexico 1972","Mexico",1972,"Total Population - Both sexes","1000 persons",53543.436,"Cereals, primary","Production","tonnes",14394049,"Cropland","1000 ha",19209
"Mexico 1973","Mexico",1973,"Total Population - Both sexes","1000 persons",55228.203,"Cereals, primary","Production","tonnes",14863720,"Cropland","1000 ha",19288
"Mexico 1974","Mexico",1974,"Total Population - Both sexes","1000 persons",56945.88,"Cereals, primary","Production","tonnes",14618927,"Cropland","1000 ha",19268
"Mexico 1975","Mexico",1975,"Total Population - Both sexes","1000 persons",58691.882,"Cereals, primary","Production","tonnes",16625618,"Cropland","1000 ha",19297
"Mexico 1976","Mexico",1976,"Total Population - Both sexes","1000 persons",60452.543,"Cereals, primary","Production","tonnes",16478100,"Cropland","1000 ha",19326
"Mexico 1977","Mexico",1977,"Total Population - Both sexes","1000 persons",62262.505,"Cereals, primary","Production","tonnes",17967775,"Cropland","1000 ha",19406
"Mexico 1978","Mexico",1978,"Total Population - Both sexes","1000 persons",64123.997,"Cereals, primary","Production","tonnes",18897475,"Cropland","1000 ha",19435
"Mexico 1979","Mexico",1979,"Total Population - Both sexes","1000 persons",65972.912,"Cereals, primary","Production","tonnes",15653065,"Cropland","1000 ha",19265
"Mexico 1980","Mexico",1980,"Total Population - Both sexes","1000 persons",67705.186,"Cereals, primary","Production","tonnes",20893795,"Cropland","1000 ha",19469
"Mexico 1981","Mexico",1981,"Total Population - Both sexes","1000 persons",69233.769,"Cereals, primary","Production","tonnes",24626699,"Cropland","1000 ha",19672
"Mexico 1982","Mexico",1982,"Total Population - Both sexes","1000 persons",70656.783,"Cereals, primary","Production","tonnes",20256026,"Cropland","1000 ha",19800
"Mexico 1983","Mexico",1983,"Total Population - Both sexes","1000 persons",72080.31,"Cereals, primary","Production","tonnes",22683293,"Cropland","1000 ha",20348
"Mexico 1984","Mexico",1984,"Total Population - Both sexes","1000 persons",73489.654,"Cereals, primary","Production","tonnes",23638106,"Cropland","1000 ha",20254
"Mexico 1985","Mexico",1985,"Total Population - Both sexes","1000 persons",74872.006,"Cereals, primary","Production","tonnes",27403856,"Cropland","1000 ha",20559
"Mexico 1986","Mexico",1986,"Total Population - Both sexes","1000 persons",76224.365,"Cereals, primary","Production","tonnes",22708051,"Cropland","1000 ha",20465
"Mexico 1987","Mexico",1987,"Total Population - Both sexes","1000 persons",77553.504,"Cereals, primary","Production","tonnes",23696541,"Cropland","1000 ha",21470
"Mexico 1988","Mexico",1988,"Total Population - Both sexes","1000 persons",78892.015,"Cereals, primary","Production","tonnes",21113156,"Cropland","1000 ha",21876
"Mexico 1989","Mexico",1989,"Total Population - Both sexes","1000 persons",80233.749,"Cereals, primary","Production","tonnes",21425181,"Cropland","1000 ha",22781
"Mexico 1990","Mexico",1990,"Total Population - Both sexes","1000 persons",81720.428,"Cereals, primary","Production","tonnes",25562272,"Cropland","1000 ha",23787
"Mexico 1991","Mexico",1991,"Total Population - Both sexes","1000 persons",83351.595,"Cereals, primary","Production","tonnes",23672210,"Cropland","1000 ha",24696
"Mexico 1992","Mexico",1992,"Total Population - Both sexes","1000 persons",84993.164,"Cereals, primary","Production","tonnes",26889368,"Cropland","1000 ha",24757
"Mexico 1993","Mexico",1993,"Total Population - Both sexes","1000 persons",86648.447,"Cereals, primary","Production","tonnes",25201020.18,"Cropland","1000 ha",24822
"Mexico 1994","Mexico",1994,"Total Population - Both sexes","1000 persons",88314.424,"Cereals, primary","Production","tonnes",26810967,"Cropland","1000 ha",24887
"Mexico 1995","Mexico",1995,"Total Population - Both sexes","1000 persons",89969.572,"Cereals, primary","Production","tonnes",26883809.47,"Cropland","1000 ha",24952
"Mexico 1996","Mexico",1996,"Total Population - Both sexes","1000 persons",91586.555,"Cereals, primary","Production","tonnes",29312360,"Cropland","1000 ha",25117
"Mexico 1997","Mexico",1997,"Total Population - Both sexes","1000 persons",93183.094,"Cereals, primary","Production","tonnes",28065537,"Cropland","1000 ha",25182
"Mexico 1998","Mexico",1998,"Total Population - Both sexes","1000 persons",94767.284,"Cereals, primary","Production","tonnes",29124931.96,"Cropland","1000 ha",25247
"Mexico 1999","Mexico",1999,"Total Population - Both sexes","1000 persons",96334.81,"Cereals, primary","Production","tonnes",27435666,"Cropland","1000 ha",25313
"Mexico 2000","Mexico",2000,"Total Population - Both sexes","1000 persons",97873.442,"Cereals, primary","Production","tonnes",27995057,"Cropland","1000 ha",25378
"Mexico 2001","Mexico",2001,"Total Population - Both sexes","1000 persons",99394.288,"Cereals, primary","Production","tonnes",31060786.34,"Cropland","1000 ha",25643
"Mexico 2002","Mexico",2002,"Total Population - Both sexes","1000 persons",100917.081,"Cereals, primary","Production","tonnes",28773237,"Cropland","1000 ha",25708
"Mexico 2003","Mexico",2003,"Total Population - Both sexes","1000 persons",102429.341,"Cereals, primary","Production","tonnes",31336229,"Cropland","1000 ha",25773
"Mexico 2004","Mexico",2004,"Total Population - Both sexes","1000 persons",103945.813,"Cereals, primary","Production","tonnes",32315035,"Cropland","1000 ha",25838
"Mexico 2005","Mexico",2005,"Total Population - Both sexes","1000 persons",105442.402,"Cereals, primary","Production","tonnes",29062836,"Cropland","1000 ha",25903
"Mexico 2006","Mexico",2006,"Total Population - Both sexes","1000 persons",106886.79,"Cereals, primary","Production","tonnes",32158037,"Cropland","1000 ha",25968
"Mexico 2007","Mexico",2007,"Total Population - Both sexes","1000 persons",108302.973,"Cereals, primary","Production","tonnes",34313189,"Cropland","1000 ha",26145
"Mexico 2008","Mexico",2008,"Total Population - Both sexes","1000 persons",109684.489,"Cereals, primary","Production","tonnes",36109143.63,"Cropland","1000 ha",25958
"Mexico 2009","Mexico",2009,"Total Population - Both sexes","1000 persons",111049.428,"Cereals, primary","Production","tonnes",31285670,"Cropland","1000 ha",25771
"Mexico 2010","Mexico",2010,"Total Population - Both sexes","1000 persons",112532.401,"Cereals, primary","Production","tonnes",34925200,"Cropland","1000 ha",25584
"Mexico 2011","Mexico",2011,"Total Population - Both sexes","1000 persons",114150.481,"Cereals, primary","Production","tonnes",28408737,"Cropland","1000 ha",25397
"Mexico 2012","Mexico",2012,"Total Population - Both sexes","1000 persons",115755.909,"Cereals, primary","Production","tonnes",33614212,"Cropland","1000 ha",25210
"Mexico 2013","Mexico",2013,"Total Population - Both sexes","1000 persons",117290.686,"Cereals, primary","Production","tonnes",33210301,"Cropland","1000 ha",25023
"Mexico 2014","Mexico",2014,"Total Population - Both sexes","1000 persons",118755.887,"Cereals, primary","Production","tonnes",36526602.49,"Cropland","1000 ha",24838
"Mexico 2015","Mexico",2015,"Total Population - Both sexes","1000 persons",120149.897,"Cereals, primary","Production","tonnes",34704514.12,"Cropland","1000 ha",24743
"Mexico 2016","Mexico",2016,"Total Population - Both sexes","1000 persons",121519.221,"Cereals, primary","Production","tonnes",38464938.31,"Cropland","1000 ha",24374
"Mexico 2017","Mexico",2017,"Total Population - Both sexes","1000 persons",122839.258,"Cereals, primary","Production","tonnes",37487835.84,"Cropland","1000 ha",22926
"Mexico 2018","Mexico",2018,"Total Population - Both sexes","1000 persons",124013.861,"Cereals, primary","Production","tonnes",36068401.88,"Cropland","1000 ha",22607
"Mexico 2019","Mexico",2019,"Total Population - Both sexes","1000 persons",125085.311,"Cereals, primary","Production","tonnes",36164102.48,"Cropland","1000 ha",22129
"Mexico 2020","Mexico",2020,"Total Population - Both sexes","1000 persons",125998.302,"Cereals, primary","Production","tonnes",36374789.68,"Cropland","1000 ha",22869
"Morocco 1961","Morocco",1961,"Total Population - Both sexes","1000 persons",12081.713,"Cereals, primary","Production","tonnes",1537830,"Cropland","1000 ha",6970
"Morocco 1962","Morocco",1962,"Total Population - Both sexes","1000 persons",12404.757,"Cereals, primary","Production","tonnes",3511979,"Cropland","1000 ha",6980
"Morocco 1963","Morocco",1963,"Total Population - Both sexes","1000 persons",12726.686,"Cereals, primary","Production","tonnes",3856071,"Cropland","1000 ha",7050
"Morocco 1964","Morocco",1964,"Total Population - Both sexes","1000 persons",13044.254,"Cereals, primary","Production","tonnes",3403305,"Cropland","1000 ha",7110
"Morocco 1965","Morocco",1965,"Total Population - Both sexes","1000 persons",13381.88,"Cereals, primary","Production","tonnes",3486365,"Cropland","1000 ha",7220
"Morocco 1966","Morocco",1966,"Total Population - Both sexes","1000 persons",13738.502,"Cereals, primary","Production","tonnes",2179840,"Cropland","1000 ha",7338
"Morocco 1967","Morocco",1967,"Total Population - Both sexes","1000 persons",14109.755,"Cereals, primary","Production","tonnes",3523200,"Cropland","1000 ha",7338
"Morocco 1968","Morocco",1968,"Total Population - Both sexes","1000 persons",14490.077,"Cereals, primary","Production","tonnes",6352730,"Cropland","1000 ha",7438
"Morocco 1969","Morocco",1969,"Total Population - Both sexes","1000 persons",14876.982,"Cereals, primary","Production","tonnes",4089600,"Cropland","1000 ha",7429
"Morocco 1970","Morocco",1970,"Total Population - Both sexes","1000 persons",15274.351,"Cereals, primary","Production","tonnes",4251560,"Cropland","1000 ha",7505
"Morocco 1971","Morocco",1971,"Total Population - Both sexes","1000 persons",15677.3,"Cereals, primary","Production","tonnes",5352461,"Cropland","1000 ha",7533
"Morocco 1972","Morocco",1972,"Total Population - Both sexes","1000 persons",16081.438,"Cereals, primary","Production","tonnes",5167140,"Cropland","1000 ha",7570
"Morocco 1973","Morocco",1973,"Total Population - Both sexes","1000 persons",16489.452,"Cereals, primary","Production","tonnes",3228970,"Cropland","1000 ha",7625
"Morocco 1974","Morocco",1974,"Total Population - Both sexes","1000 persons",16902.383,"Cereals, primary","Production","tonnes",4809380,"Cropland","1000 ha",7630
"Morocco 1975","Morocco",1975,"Total Population - Both sexes","1000 persons",17325.325,"Cereals, primary","Production","tonnes",3728620,"Cropland","1000 ha",7717
"Morocco 1976","Morocco",1976,"Total Population - Both sexes","1000 persons",17756.516,"Cereals, primary","Production","tonnes",5713380,"Cropland","1000 ha",7750
"Morocco 1977","Morocco",1977,"Total Population - Both sexes","1000 persons",18206.472,"Cereals, primary","Production","tonnes",2888140,"Cropland","1000 ha",7900
"Morocco 1978","Morocco",1978,"Total Population - Both sexes","1000 persons",18679.859,"Cereals, primary","Production","tonnes",4744560,"Cropland","1000 ha",8118
"Morocco 1979","Morocco",1979,"Total Population - Both sexes","1000 persons",19167.661,"Cereals, primary","Production","tonnes",4103160,"Cropland","1000 ha",8004
"Morocco 1980","Morocco",1980,"Total Population - Both sexes","1000 persons",19678.444,"Cereals, primary","Production","tonnes",4514720,"Cropland","1000 ha",8030
"Morocco 1981","Morocco",1981,"Total Population - Both sexes","1000 persons",20208.26,"Cereals, primary","Production","tonnes",2130300,"Cropland","1000 ha",8190
"Morocco 1982","Morocco",1982,"Total Population - Both sexes","1000 persons",20746.765,"Cereals, primary","Production","tonnes",4916509,"Cropland","1000 ha",8277
"Morocco 1983","Morocco",1983,"Total Population - Both sexes","1000 persons",21287.381,"Cereals, primary","Production","tonnes",3581070,"Cropland","1000 ha",8373
"Morocco 1984","Morocco",1984,"Total Population - Both sexes","1000 persons",21817.271,"Cereals, primary","Production","tonnes",3759130,"Cropland","1000 ha",8484
"Morocco 1985","Morocco",1985,"Total Population - Both sexes","1000 persons",22335.077,"Cereals, primary","Production","tonnes",5312160,"Cropland","1000 ha",8498
"Morocco 1986","Morocco",1986,"Total Population - Both sexes","1000 persons",22824.446,"Cereals, primary","Production","tonnes",7824550,"Cropland","1000 ha",8597
"Morocco 1987","Morocco",1987,"Total Population - Both sexes","1000 persons",23279.935,"Cereals, primary","Production","tonnes",4336810,"Cropland","1000 ha",8766
"Morocco 1988","Morocco",1988,"Total Population - Both sexes","1000 persons",23720.59,"Cereals, primary","Production","tonnes",7958960,"Cropland","1000 ha",8844
"Morocco 1989","Morocco",1989,"Total Population - Both sexes","1000 persons",24148.104,"Cereals, primary","Production","tonnes",7428590,"Cropland","1000 ha",9164
"Morocco 1990","Morocco",1990,"Total Population - Both sexes","1000 persons",24570.814,"Cereals, primary","Production","tonnes",6275864,"Cropland","1000 ha",9443
"Morocco 1991","Morocco",1991,"Total Population - Both sexes","1000 persons",24988.083,"Cereals, primary","Production","tonnes",8664685,"Cropland","1000 ha",9455
